REGISTRY_NAME,DISPLAY_NAME
<gregtech:meta_turbine_blade:61>,Manganese Turbine Blade
<gregtech:meta_turbine_blade:64>,Molybdenum Turbine Blade
<gregtech:meta_turbine_blade:66>,Neodymium Turbine Blade
<gregtech:meta_turbine_blade:75>,Osmium Turbine Blade
<gregtech:meta_turbine_blade:113>,Titanium Turbine Blade
<gregtech:meta_turbine_blade:115>,Tungsten Turbine Blade
<gregtech:meta_turbine_blade:124>,Naquadah Turbine Blade
<gregtech:meta_turbine_blade:127>,Neutronium Turbine Blade
<gregtech:meta_turbine_blade:128>,Tritanium Turbine Blade
<gregtech:meta_turbine_blade:259>,Brass Turbine Blade
<gregtech:meta_turbine_blade:260>,Bronze Turbine Blade
<gregtech:meta_turbine_blade:287>,Invar Turbine Blade
<gregtech:meta_turbine_blade:290>,Magnalium Turbine Blade
<gregtech:meta_turbine_blade:300>,Sterling Silver Turbine Blade
<gregtech:meta_turbine_blade:301>,Rose Gold Turbine Blade
<gregtech:meta_turbine_blade:302>,Black Bronze Turbine Blade
<gregtech:meta_turbine_blade:303>,Bismuth Bronze Turbine Blade
<gregtech:meta_turbine_blade:323>,Stainless Steel Turbine Blade
<gregtech:meta_turbine_blade:324>,Steel Turbine Blade
<gregtech:meta_turbine_blade:331>,Ultimet Turbine Blade
<gregtech:meta_turbine_blade:335>,Wrought Iron Turbine Blade
<gregtech:meta_turbine_blade:344>,Osmiridium Turbine Blade
<gregtech:meta_turbine_blade:396>,Tungstencarbide Turbine Blade
<gregtech:meta_turbine_blade:2013>,Tungstensteel Turbine Blade
<gregtech:meta_turbine_blade:2014>,Cobalt Brass Turbine Blade
<gregtech:meta_turbine_blade:2036>,Vanadiumsteel Turbine Blade
<gregtech:meta_turbine_blade:2042>,Naquadah Alloy Turbine Blade
<gregtech:meta_turbine_blade:2062>,Rhodium Plated Lumium-Palladium Turbine Blade
<gregtech:meta_turbine_blade:2516>,HSS-G Turbine Blade
<gregtech:meta_turbine_blade:2519>,HSS-E Turbine Blade
<gregtech:meta_turbine_blade:2520>,HSS-S Turbine Blade
<gregtech:meta_wire_fine:2>,Fine Aluminium Wire
<gregtech:meta_wire_fine:3>,Fine Americium Wire
<gregtech:meta_wire_fine:23>,Fine Cobalt Wire
<gregtech:meta_wire_fine:25>,Fine Copper Wire
<gregtech:meta_wire_fine:33>,Fine Europium Wire
<gregtech:meta_wire_fine:41>,Fine Gold Wire
<gregtech:meta_wire_fine:50>,Fine Iridium Wire
<gregtech:meta_wire_fine:55>,Fine Lead Wire
<gregtech:meta_wire_fine:77>,Fine Palladium Wire
<gregtech:meta_wire_fine:80>,Fine Platinum Wire
<gregtech:meta_wire_fine:90>,Fine Rhodium Wire
<gregtech:meta_wire_fine:100>,Fine Silver Wire
<gregtech:meta_wire_fine:104>,Fine Tantalum Wire
<gregtech:meta_wire_fine:112>,Fine Tin Wire
<gregtech:meta_wire_fine:113>,Fine Titanium Wire
<gregtech:meta_wire_fine:122>,Fine Zinc Wire
<gregtech:meta_wire_fine:124>,Fine Naquadah Wire
<gregtech:meta_wire_fine:126>,Fine Naquadria Wire
<gregtech:meta_wire_fine:128>,Fine Tritanium Wire
<gregtech:meta_wire_fine:252>,Fine Annealed Copper Wire
<gregtech:meta_wire_fine:274>,Fine Cupronickel Wire
<gregtech:meta_wire_fine:277>,Fine Electrum Wire
<gregtech:meta_wire_fine:296>,Fine Niobium-Titanium Wire
<gregtech:meta_wire_fine:310>,Fine Ruridit Wire
<gregtech:meta_wire_fine:323>,Fine Stainless Steel Wire
<gregtech:meta_wire_fine:324>,Fine Steel Wire
<gregtech:meta_wire_fine:338>,Fine Yttrium Barium Cuprate Wire
<gregtech:meta_wire_fine:344>,Fine Osmiridium Wire
<gregtech:meta_wire_fine:429>,Fine Indium Tin Barium Titanium Cuprate Wire
<gregtech:meta_wire_fine:430>,Fine Uranium Rhodium Dinaquadide Wire
<gregtech:meta_wire_fine:431>,Fine Enriched Naquadah Trinium Europium Duranide Wire
<gregtech:meta_wire_fine:2011>,Fine Black Steel Wire
<gregtech:meta_wire_fine:2013>,Fine Tungstensteel Wire
<gregtech:meta_wire_fine:2038>,Borosilicate Glass Fibers
<gregtech:meta_wire_fine:2516>,Fine HSS-G Wire
<gregtech:meta_wire_fine:2517>,Fine Red Alloy Wire
<gregtech:metal_casing>,Bronze Machine Casing
<gregtech:metal_casing:1>,Firebricks
<gregtech:metal_casing:2>,Heat Proof Invar Machine Casing
<gregtech:metal_casing:3>,Frost Proof Aluminium Machine Casing
<gregtech:metal_casing:4>,Solid Steel Machine Casing
<gregtech:metal_casing:5>,Clean Stainless Steel Casing
<gregtech:metal_casing:6>,Stable Titanium Machine Casing
<gregtech:metal_casing:7>,Robust Tungstensteel Machine Casing
<gregtech:metal_casing:8>,Coke Oven Bricks
<gregtech:metal_casing:9>,Chemically Inert PTFE Machine Casing
<gregtech:metal_casing:10>,Sturdy HSS-E Machine Casing
<gregtech:metal_casing:11>,Palladium Substation Casing
<gregtech:metal_sheet>,White Metal Sheet
<gregtech:metal_sheet:1>,Orange Metal Sheet
<gregtech:metal_sheet:2>,Magenta Metal Sheet
<gregtech:metal_sheet:3>,Light Blue Metal Sheet
<gregtech:metal_sheet:4>,Yellow Metal Sheet
<gregtech:metal_sheet:5>,Lime Metal Sheet
<gregtech:metal_sheet:6>,Pink Metal Sheet
<gregtech:metal_sheet:7>,Gray Metal Sheet
<gregtech:metal_sheet:8>,Light Gray Metal Sheet
<gregtech:metal_sheet:9>,Cyan Metal Sheet
<gregtech:metal_sheet:10>,Purple Metal Sheet
<gregtech:metal_sheet:11>,Blue Metal Sheet
<gregtech:metal_sheet:12>,Brown Metal Sheet
<gregtech:metal_sheet:13>,Green Metal Sheet
<gregtech:metal_sheet:14>,Red Metal Sheet
<gregtech:metal_sheet:15>,Black Metal Sheet
"<gregtech:mining_hammer>.withTag({DisallowContainerItem: 0 as byte, ""GT.Behaviours"": {AoELayer: 0, MaxAoELayer: 0, AoERow: 1, TorchPlacing: 1 as byte, AoEColumn: 1, MaxAoERow: 1, MaxAoEColumn: 1}, HideFlags: 2, ""GT.Tool"": {MaxDurability: 767, Durability: 0, Material: ""gregtech:iron""}})",Iron Mining Hammer
"<gregtech:mortar>.withTag({DisallowContainerItem: 0 as byte, ""GT.Behaviours"": {}, HideFlags: 2, ""GT.Tool"": {MaxDurability: 255, Durability: 0, Material: ""gregtech:iron""}})",Iron Mortar
<gregtech:multiblock_casing>,Engine Intake Casing
<gregtech:multiblock_casing:1>,Extreme Engine Intake Casing
<gregtech:multiblock_casing:2>,Grate Machine Casing
<gregtech:multiblock_casing:3>,Assembly Control Casing
<gregtech:multiblock_casing:4>,Assembly Line Casing
<gregtech:optical_pipe_normal>,Optical Fiber Cable
<gregtech:orange_lamp>,Orange Lamp
<gregtech:orange_lamp:1>,Orange Lamp
<gregtech:orange_lamp:2>,Orange Lamp
<gregtech:orange_lamp:3>,Orange Lamp
<gregtech:orange_lamp:4>,Orange Lamp
<gregtech:orange_lamp:5>,Orange Lamp
<gregtech:orange_lamp:6>,Orange Lamp
<gregtech:orange_lamp:7>,Orange Lamp
<gregtech:ore_almandine_0>,Almandine Ore
<gregtech:ore_almandine_0:1>,Nether Almandine Ore
<gregtech:ore_almandine_0:2>,End Almandine Ore
<gregtech:ore_aluminium_0>,Aluminium Ore
<gregtech:ore_aluminium_0:1>,Nether Aluminium Ore
<gregtech:ore_aluminium_0:2>,End Aluminium Ore
<gregtech:ore_alunite_0>,Alunite Ore
<gregtech:ore_alunite_0:1>,Nether Alunite Ore
<gregtech:ore_alunite_0:2>,End Alunite Ore
<gregtech:ore_amethyst_0>,Amethyst Ore
<gregtech:ore_amethyst_0:1>,Nether Amethyst Ore
<gregtech:ore_amethyst_0:2>,End Amethyst Ore
<gregtech:ore_apatite_0>,Apatite Ore
<gregtech:ore_apatite_0:1>,Nether Apatite Ore
<gregtech:ore_apatite_0:2>,End Apatite Ore
<gregtech:ore_asbestos_0>,Asbestos Ore
<gregtech:ore_asbestos_0:1>,Nether Asbestos Ore
<gregtech:ore_asbestos_0:2>,End Asbestos Ore
<gregtech:ore_banded_iron_0>,Banded Iron Ore
<gregtech:ore_banded_iron_0:1>,Nether Banded Iron Ore
<gregtech:ore_banded_iron_0:2>,End Banded Iron Ore
<gregtech:ore_barite_0>,Barite Ore
<gregtech:ore_barite_0:1>,Nether Barite Ore
<gregtech:ore_barite_0:2>,End Barite Ore
<gregtech:ore_basaltic_mineral_sand_0>,Basaltic Mineral Sand Ore
<gregtech:ore_basaltic_mineral_sand_0:1>,Nether Basaltic Mineral Sand Ore
<gregtech:ore_basaltic_mineral_sand_0:2>,End Basaltic Mineral Sand Ore
<gregtech:ore_bastnasite_0>,Bastnasite Ore
<gregtech:ore_bastnasite_0:1>,Nether Bastnasite Ore
<gregtech:ore_bastnasite_0:2>,End Bastnasite Ore
<gregtech:ore_bauxite_0>,Bauxite Ore
<gregtech:ore_bauxite_0:1>,Nether Bauxite Ore
<gregtech:ore_bauxite_0:2>,End Bauxite Ore
<gregtech:ore_bentonite_0>,Bentonite Ore
<gregtech:ore_bentonite_0:1>,Nether Bentonite Ore
<gregtech:ore_bentonite_0:2>,End Bentonite Ore
<gregtech:ore_beryllium_0>,Beryllium Ore
<gregtech:ore_beryllium_0:1>,Nether Beryllium Ore
<gregtech:ore_beryllium_0:2>,End Beryllium Ore
<gregtech:ore_blue_topaz_0>,Blue Topaz Ore
<gregtech:ore_blue_topaz_0:1>,Nether Blue Topaz Ore
<gregtech:ore_blue_topaz_0:2>,End Blue Topaz Ore
<gregtech:ore_bornite_0>,Bornite Ore
<gregtech:ore_bornite_0:1>,Nether Bornite Ore
<gregtech:ore_bornite_0:2>,End Bornite Ore
<gregtech:ore_brown_limonite_0>,Brown Limonite Ore
<gregtech:ore_brown_limonite_0:1>,Nether Brown Limonite Ore
<gregtech:ore_brown_limonite_0:2>,End Brown Limonite Ore
<gregtech:ore_calcite_0>,Calcite Ore
<gregtech:ore_calcite_0:1>,Nether Calcite Ore
<gregtech:ore_calcite_0:2>,End Calcite Ore
<gregtech:ore_cassiterite_0>,Cassiterite Ore
<gregtech:ore_cassiterite_0:1>,Nether Cassiterite Ore
<gregtech:ore_cassiterite_0:2>,End Cassiterite Ore
<gregtech:ore_cassiterite_sand_0>,Cassiterite Sand Ore
<gregtech:ore_cassiterite_sand_0:1>,Nether Cassiterite Sand Ore
<gregtech:ore_cassiterite_sand_0:2>,End Cassiterite Sand Ore
<gregtech:ore_certus_quartz_0>,Certus Quartz Ore
<gregtech:ore_certus_quartz_0:1>,Nether Certus Quartz Ore
<gregtech:ore_certus_quartz_0:2>,End Certus Quartz Ore
<gregtech:ore_chalcocite_0>,Chalcocite Ore
<gregtech:ore_chalcocite_0:1>,Nether Chalcocite Ore
<gregtech:ore_chalcocite_0:2>,End Chalcocite Ore
<gregtech:ore_chalcopyrite_0>,Chalcopyrite Ore
<gregtech:ore_chalcopyrite_0:1>,Nether Chalcopyrite Ore
<gregtech:ore_chalcopyrite_0:2>,End Chalcopyrite Ore
<gregtech:ore_chromite_0>,Chromite Ore
<gregtech:ore_chromite_0:1>,Nether Chromite Ore
<gregtech:ore_chromite_0:2>,End Chromite Ore
<gregtech:ore_cinnabar_0>,Cinnabar Ore
<gregtech:ore_cinnabar_0:1>,Nether Cinnabar Ore
<gregtech:ore_cinnabar_0:2>,End Cinnabar Ore
<gregtech:ore_coal_0>,Coal Ore
<gregtech:ore_coal_0:1>,Nether Coal Ore
<gregtech:ore_coal_0:2>,End Coal Ore
<gregtech:ore_cobalt_0>,Cobalt Ore
<gregtech:ore_cobalt_0:1>,Nether Cobalt Ore
<gregtech:ore_cobalt_0:2>,End Cobalt Ore
<gregtech:ore_cobaltite_0>,Cobaltite Ore
<gregtech:ore_cobaltite_0:1>,Nether Cobaltite Ore
<gregtech:ore_cobaltite_0:2>,End Cobaltite Ore
<gregtech:ore_cooperite_0>,Sheldonite Ore
<gregtech:ore_cooperite_0:1>,Nether Sheldonite Ore
<gregtech:ore_cooperite_0:2>,End Sheldonite Ore
<gregtech:ore_copper_0>,Copper Ore
<gregtech:ore_copper_0:1>,Nether Copper Ore
<gregtech:ore_copper_0:2>,End Copper Ore
<gregtech:ore_cuprorhodsite_0>,Cuprorhodsite Ore
<gregtech:ore_cuprorhodsite_0:1>,Nether Cuprorhodsite Ore
<gregtech:ore_cuprorhodsite_0:2>,End Cuprorhodsite Ore
<gregtech:ore_darmstadtite_0>,Darmstadtite Ore
<gregtech:ore_darmstadtite_0:1>,Nether Darmstadtite Ore
<gregtech:ore_darmstadtite_0:2>,End Darmstadtite Ore
<gregtech:ore_diamond_0>,Diamond Ore
<gregtech:ore_diamond_0:1>,Nether Diamond Ore
<gregtech:ore_diamond_0:2>,End Diamond Ore
<gregtech:ore_diatomite_0>,Diatomite Ore
<gregtech:ore_diatomite_0:1>,Nether Diatomite Ore
<gregtech:ore_diatomite_0:2>,End Diatomite Ore
<gregtech:ore_draconium_0>,Draconium Ore
<gregtech:ore_draconium_0:1>,Nether Draconium Ore
<gregtech:ore_draconium_0:2>,End Draconium Ore
<gregtech:ore_dulysite_0>,Dulysite Ore
<gregtech:ore_dulysite_0:1>,Nether Dulysite Ore
<gregtech:ore_dulysite_0:2>,End Dulysite Ore
<gregtech:ore_electrotine_0>,Electrotine Ore
<gregtech:ore_electrotine_0:1>,Nether Electrotine Ore
<gregtech:ore_electrotine_0:2>,End Electrotine Ore
<gregtech:ore_emerald_0>,Emerald Ore
<gregtech:ore_emerald_0:1>,Nether Emerald Ore
<gregtech:ore_emerald_0:2>,End Emerald Ore
<gregtech:ore_fluorite_0>,Fluorite Ore
<gregtech:ore_fluorite_0:1>,Nether Fluorite Ore
<gregtech:ore_fluorite_0:2>,End Fluorite Ore
<gregtech:ore_fullers_earth_0>,Fullers Earth Ore
<gregtech:ore_fullers_earth_0:1>,Nether Fullers Earth Ore
<gregtech:ore_fullers_earth_0:2>,End Fullers Earth Ore
<gregtech:ore_galena_0>,Galena Ore
<gregtech:ore_galena_0:1>,Nether Galena Ore
<gregtech:ore_galena_0:2>,End Galena Ore
<gregtech:ore_garnet_red_0>,Red Garnet Ore
<gregtech:ore_garnet_red_0:1>,Nether Red Garnet Ore
<gregtech:ore_garnet_red_0:2>,End Red Garnet Ore
<gregtech:ore_garnet_sand_0>,Garnet Sand Ore
<gregtech:ore_garnet_sand_0:1>,Nether Garnet Sand Ore
<gregtech:ore_garnet_sand_0:2>,End Garnet Sand Ore
<gregtech:ore_garnet_yellow_0>,Yellow Garnet Ore
<gregtech:ore_garnet_yellow_0:1>,Nether Yellow Garnet Ore
<gregtech:ore_garnet_yellow_0:2>,End Yellow Garnet Ore
<gregtech:ore_garnierite_0>,Garnierite Ore
<gregtech:ore_garnierite_0:1>,Nether Garnierite Ore
<gregtech:ore_garnierite_0:2>,End Garnierite Ore
<gregtech:ore_glauconite_sand_0>,Glauconite Sand Ore
<gregtech:ore_glauconite_sand_0:1>,Nether Glauconite Sand Ore
<gregtech:ore_glauconite_sand_0:2>,End Glauconite Sand Ore
<gregtech:ore_gold_0>,Gold Ore
<gregtech:ore_gold_0:1>,Nether Gold Ore
<gregtech:ore_gold_0:2>,End Gold Ore
<gregtech:ore_granitic_mineral_sand_0>,Granitic Mineral Sand Ore
<gregtech:ore_granitic_mineral_sand_0:1>,Nether Granitic Mineral Sand Ore
<gregtech:ore_granitic_mineral_sand_0:2>,End Granitic Mineral Sand Ore
<gregtech:ore_graphite_0>,Graphite Ore
<gregtech:ore_graphite_0:1>,Nether Graphite Ore
<gregtech:ore_graphite_0:2>,End Graphite Ore
<gregtech:ore_green_sapphire_0>,Green Sapphire Ore
<gregtech:ore_green_sapphire_0:1>,Nether Green Sapphire Ore
<gregtech:ore_green_sapphire_0:2>,End Green Sapphire Ore
<gregtech:ore_grossular_0>,Grossular Ore
<gregtech:ore_grossular_0:1>,Nether Grossular Ore
<gregtech:ore_grossular_0:2>,End Grossular Ore
<gregtech:ore_gypsum_0>,Gypsum Ore
<gregtech:ore_gypsum_0:1>,Nether Gypsum Ore
<gregtech:ore_gypsum_0:2>,End Gypsum Ore
<gregtech:ore_ilmenite_0>,Ilmenite Ore
<gregtech:ore_ilmenite_0:1>,Nether Ilmenite Ore
<gregtech:ore_ilmenite_0:2>,End Ilmenite Ore
<gregtech:ore_iridosmine_8020_0>,Iridosmine 80/20 Ore
<gregtech:ore_iridosmine_8020_0:1>,Nether Iridosmine 80/20 Ore
<gregtech:ore_iridosmine_8020_0:2>,End Iridosmine 80/20 Ore
<gregtech:ore_iron_0>,Iron Ore
<gregtech:ore_iron_0:1>,Nether Iron Ore
<gregtech:ore_iron_0:2>,End Iron Ore
<gregtech:ore_kaemanite_0>,Kaemanite Ore
<gregtech:ore_kaemanite_0:1>,Nether Kaemanite Ore
<gregtech:ore_kaemanite_0:2>,End Kaemanite Ore
<gregtech:ore_kyanite_0>,Kyanite Ore
<gregtech:ore_kyanite_0:1>,Nether Kyanite Ore
<gregtech:ore_kyanite_0:2>,End Kyanite Ore
<gregtech:ore_lapis_0>,Lapis Ore
<gregtech:ore_lapis_0:1>,Nether Lapis Ore
<gregtech:ore_lapis_0:2>,End Lapis Ore
<gregtech:ore_laurite_0>,Laurite Ore
<gregtech:ore_laurite_0:1>,Nether Laurite Ore
<gregtech:ore_laurite_0:2>,End Laurite Ore
<gregtech:ore_lazurite_0>,Lazurite Ore
<gregtech:ore_lazurite_0:1>,Nether Lazurite Ore
<gregtech:ore_lazurite_0:2>,End Lazurite Ore
<gregtech:ore_lead_0>,Lead Ore
<gregtech:ore_lead_0:1>,Nether Lead Ore
<gregtech:ore_lead_0:2>,End Lead Ore
<gregtech:ore_lepidolite_0>,Lepidolite Ore
<gregtech:ore_lepidolite_0:1>,Nether Lepidolite Ore
<gregtech:ore_lepidolite_0:2>,End Lepidolite Ore
<gregtech:ore_lithium_0>,Lithium Ore
<gregtech:ore_lithium_0:1>,Nether Lithium Ore
<gregtech:ore_lithium_0:2>,End Lithium Ore
<gregtech:ore_magnesite_0>,Magnesite Ore
<gregtech:ore_magnesite_0:1>,Nether Magnesite Ore
<gregtech:ore_magnesite_0:2>,End Magnesite Ore
<gregtech:ore_magnetite_0>,Magnetite Ore
<gregtech:ore_magnetite_0:1>,Nether Magnetite Ore
<gregtech:ore_magnetite_0:2>,End Magnetite Ore
<gregtech:ore_malachite_0>,Malachite Ore
<gregtech:ore_malachite_0:1>,Nether Malachite Ore
<gregtech:ore_malachite_0:2>,End Malachite Ore
<gregtech:ore_mica_0>,Mica Ore
<gregtech:ore_mica_0:1>,Nether Mica Ore
<gregtech:ore_mica_0:2>,End Mica Ore
<gregtech:ore_molybdenite_0>,Molybdenite Ore
<gregtech:ore_molybdenite_0:1>,Nether Molybdenite Ore
<gregtech:ore_molybdenite_0:2>,End Molybdenite Ore
<gregtech:ore_molybdenum_0>,Molybdenum Ore
<gregtech:ore_molybdenum_0:1>,Nether Molybdenum Ore
<gregtech:ore_molybdenum_0:2>,End Molybdenum Ore
<gregtech:ore_monazite_0>,Monazite Ore
<gregtech:ore_monazite_0:1>,Nether Monazite Ore
<gregtech:ore_monazite_0:2>,End Monazite Ore
<gregtech:ore_naquadah_0>,Naquadah Ore
<gregtech:ore_naquadah_0:1>,Nether Naquadah Ore
<gregtech:ore_naquadah_0:2>,End Naquadah Ore
<gregtech:ore_neodymium_0>,Neodymium Ore
<gregtech:ore_neodymium_0:1>,Nether Neodymium Ore
<gregtech:ore_neodymium_0:2>,End Neodymium Ore
<gregtech:ore_nether_quartz_0>,Nether Quartz Ore
<gregtech:ore_nether_quartz_0:1>,Nether Quartz Ore
<gregtech:ore_nether_quartz_0:2>,End Nether Quartz Ore
<gregtech:ore_nickel_0>,Nickel Ore
<gregtech:ore_nickel_0:1>,Nether Nickel Ore
<gregtech:ore_nickel_0:2>,End Nickel Ore
<gregtech:ore_oilsands_0>,Oilsands Ore
<gregtech:ore_oilsands_0:1>,Nether Oilsands Ore
<gregtech:ore_oilsands_0:2>,End Oilsands Ore
<gregtech:ore_olivine_0>,Olivine Ore
<gregtech:ore_olivine_0:1>,Nether Olivine Ore
<gregtech:ore_olivine_0:2>,End Olivine Ore
<gregtech:ore_opal_0>,Opal Ore
<gregtech:ore_opal_0:1>,Nether Opal Ore
<gregtech:ore_opal_0:2>,End Opal Ore
<gregtech:ore_osmiridium_8020_0>,Osmiridium 80/20 Ore
<gregtech:ore_osmiridium_8020_0:1>,Nether Osmiridium 80/20 Ore
<gregtech:ore_osmiridium_8020_0:2>,End Osmiridium 80/20 Ore
<gregtech:ore_palladium_0>,Palladium Ore
<gregtech:ore_palladium_0:1>,Nether Palladium Ore
<gregtech:ore_palladium_0:2>,End Palladium Ore
<gregtech:ore_pentlandite_0>,Pentlandite Ore
<gregtech:ore_pentlandite_0:1>,Nether Pentlandite Ore
<gregtech:ore_pentlandite_0:2>,End Pentlandite Ore
<gregtech:ore_pitchblende_0>,Pitchblende Ore
<gregtech:ore_pitchblende_0:1>,Nether Pitchblende Ore
<gregtech:ore_pitchblende_0:2>,End Pitchblende Ore
<gregtech:ore_platinum_0>,Platinum Ore
<gregtech:ore_platinum_0:1>,Nether Platinum Ore
<gregtech:ore_platinum_0:2>,End Platinum Ore
<gregtech:ore_plutonium_0>,Plutonium 239 Ore
<gregtech:ore_plutonium_0:1>,Nether Plutonium 239 Ore
<gregtech:ore_plutonium_0:2>,End Plutonium 239 Ore
<gregtech:ore_pollucite_0>,Pollucite Ore
<gregtech:ore_pollucite_0:1>,Nether Pollucite Ore
<gregtech:ore_pollucite_0:2>,End Pollucite Ore
<gregtech:ore_powellite_0>,Powellite Ore
<gregtech:ore_powellite_0:1>,Nether Powellite Ore
<gregtech:ore_powellite_0:2>,End Powellite Ore
<gregtech:ore_pyrite_0>,Pyrite Ore
<gregtech:ore_pyrite_0:1>,Nether Pyrite Ore
<gregtech:ore_pyrite_0:2>,End Pyrite Ore
<gregtech:ore_pyrochlore_0>,Pyrochlore Ore
<gregtech:ore_pyrochlore_0:1>,Nether Pyrochlore Ore
<gregtech:ore_pyrochlore_0:2>,End Pyrochlore Ore
<gregtech:ore_pyrolusite_0>,Pyrolusite Ore
<gregtech:ore_pyrolusite_0:1>,Nether Pyrolusite Ore
<gregtech:ore_pyrolusite_0:2>,End Pyrolusite Ore
<gregtech:ore_pyrope_0>,Pyrope Ore
<gregtech:ore_pyrope_0:1>,Nether Pyrope Ore
<gregtech:ore_pyrope_0:2>,End Pyrope Ore
<gregtech:ore_quartzite_0>,Quartzite Ore
<gregtech:ore_quartzite_0:1>,Nether Quartzite Ore
<gregtech:ore_quartzite_0:2>,End Quartzite Ore
<gregtech:ore_realgar_0>,Realgar Ore
<gregtech:ore_realgar_0:1>,Nether Realgar Ore
<gregtech:ore_realgar_0:2>,End Realgar Ore
<gregtech:ore_redstone_0>,Redstone Ore
<gregtech:ore_redstone_0:1>,Nether Redstone Ore
<gregtech:ore_redstone_0:2>,End Redstone Ore
<gregtech:ore_rock_salt_0>,Rock Salt Ore
<gregtech:ore_rock_salt_0:1>,Nether Rock Salt Ore
<gregtech:ore_rock_salt_0:2>,End Rock Salt Ore
<gregtech:ore_ruby_0>,Ruby Ore
<gregtech:ore_ruby_0:1>,Nether Ruby Ore
<gregtech:ore_ruby_0:2>,End Ruby Ore
<gregtech:ore_salt_0>,Salt Ore
<gregtech:ore_salt_0:1>,Nether Salt Ore
<gregtech:ore_salt_0:2>,End Salt Ore
<gregtech:ore_saltpeter_0>,Saltpeter Ore
<gregtech:ore_saltpeter_0:1>,Nether Saltpeter Ore
<gregtech:ore_saltpeter_0:2>,End Saltpeter Ore
<gregtech:ore_sapphire_0>,Sapphire Ore
<gregtech:ore_sapphire_0:1>,Nether Sapphire Ore
<gregtech:ore_sapphire_0:2>,End Sapphire Ore
<gregtech:ore_scheelite_0>,Scheelite Ore
<gregtech:ore_scheelite_0:1>,Nether Scheelite Ore
<gregtech:ore_scheelite_0:2>,End Scheelite Ore
<gregtech:ore_silver_0>,Silver Ore
<gregtech:ore_silver_0:1>,Nether Silver Ore
<gregtech:ore_silver_0:2>,End Silver Ore
<gregtech:ore_snowchestite_0>,Snowchestite Ore
<gregtech:ore_snowchestite_0:1>,Nether Snowchestite Ore
<gregtech:ore_snowchestite_0:2>,End Snowchestite Ore
<gregtech:ore_soapstone_0>,Soapstone Ore
<gregtech:ore_soapstone_0:1>,Nether Soapstone Ore
<gregtech:ore_soapstone_0:2>,End Soapstone Ore
<gregtech:ore_sodalite_0>,Sodalite Ore
<gregtech:ore_sodalite_0:1>,Nether Sodalite Ore
<gregtech:ore_sodalite_0:2>,End Sodalite Ore
<gregtech:ore_spessartine_0>,Spessartine Ore
<gregtech:ore_spessartine_0:1>,Nether Spessartine Ore
<gregtech:ore_spessartine_0:2>,End Spessartine Ore
<gregtech:ore_sphalerite_0>,Sphalerite Ore
<gregtech:ore_sphalerite_0:1>,Nether Sphalerite Ore
<gregtech:ore_sphalerite_0:2>,End Sphalerite Ore
<gregtech:ore_spodumene_0>,Spodumene Ore
<gregtech:ore_spodumene_0:1>,Nether Spodumene Ore
<gregtech:ore_spodumene_0:2>,End Spodumene Ore
<gregtech:ore_stibnite_0>,Stibnite Ore
<gregtech:ore_stibnite_0:1>,Nether Stibnite Ore
<gregtech:ore_stibnite_0:2>,End Stibnite Ore
<gregtech:ore_sulfur_0>,Sulfur Ore
<gregtech:ore_sulfur_0:1>,Nether Sulfur Ore
<gregtech:ore_sulfur_0:2>,End Sulfur Ore
<gregtech:ore_talc_0>,Talc Ore
<gregtech:ore_talc_0:1>,Nether Talc Ore
<gregtech:ore_talc_0:2>,End Talc Ore
<gregtech:ore_tantalite_0>,Tantalite Ore
<gregtech:ore_tantalite_0:1>,Nether Tantalite Ore
<gregtech:ore_tantalite_0:2>,End Tantalite Ore
<gregtech:ore_tetrahedrite_0>,Tetrahedrite Ore
<gregtech:ore_tetrahedrite_0:1>,Nether Tetrahedrite Ore
<gregtech:ore_tetrahedrite_0:2>,End Tetrahedrite Ore
<gregtech:ore_thorium_0>,Thorium Ore
<gregtech:ore_thorium_0:1>,Nether Thorium Ore
<gregtech:ore_thorium_0:2>,End Thorium Ore
<gregtech:ore_tin_0>,Tin Ore
<gregtech:ore_tin_0:1>,Nether Tin Ore
<gregtech:ore_tin_0:2>,End Tin Ore
<gregtech:ore_topaz_0>,Topaz Ore
<gregtech:ore_topaz_0:1>,Nether Topaz Ore
<gregtech:ore_topaz_0:2>,End Topaz Ore
<gregtech:ore_tricalcium_phosphate_0>,Tricalcium Phosphate Ore
<gregtech:ore_tricalcium_phosphate_0:1>,Nether Tricalcium Phosphate Ore
<gregtech:ore_tricalcium_phosphate_0:2>,End Tricalcium Phosphate Ore
<gregtech:ore_trona_0>,Trona Ore
<gregtech:ore_trona_0:1>,Nether Trona Ore
<gregtech:ore_trona_0:2>,End Trona Ore
<gregtech:ore_tungstate_0>,Tungstate Ore
<gregtech:ore_tungstate_0:1>,Nether Tungstate Ore
<gregtech:ore_tungstate_0:2>,End Tungstate Ore
<gregtech:ore_uraninite_0>,Uraninite Ore
<gregtech:ore_uraninite_0:1>,Nether Uraninite Ore
<gregtech:ore_uraninite_0:2>,End Uraninite Ore
<gregtech:ore_vanadium_magnetite_0>,Vanadium Magnetite Ore
<gregtech:ore_vanadium_magnetite_0:1>,Nether Vanadium Magnetite Ore
<gregtech:ore_vanadium_magnetite_0:2>,End Vanadium Magnetite Ore
<gregtech:ore_wulfenite_0>,Wulfenite Ore
<gregtech:ore_wulfenite_0:1>,Nether Wulfenite Ore
